"localidade","cases","death","date"
"Dominican Republic","34","2","2020/3/19 9:56"
"Azerbaijan","34","1","2020/3/19 9:56"
"Burkina Faso","33","1","2020/3/19 9:56"
"Guadeloupe","33","","2020/3/19 9:56"
"New Zealand","28","","2020/3/19 9:56"
"Liechtenstein","28","","2020/3/19 9:56"
"Martinique","23","1","2020/3/19 9:56"
"Uzbekistan","23","","2020/3/19 9:56"
"Afghanistan","22","","2020/3/19 9:56"
"Bangladesh","18","1","2020/3/19 9:56"
"Macao","17","","2020/3/19 9:56"
"Ukraine","16","2","2020/3/19 9:56"
"Jamaica","15","1","2020/3/19 9:56"
"Bolivia","15","","2020/3/19 9:56"
"French Guiana","15","","2020/3/19 9:56"
"DRC","14","","2020/3/19 9:56"
"Réunion","14","","2020/3/19 9:56"
"Cameroon","13","","2020/3/19 9:56"
"Maldives","13","","2020/3/19 9:56"
"Guam","12","","2020/3/19 9:56"
"Honduras","12","","2020/3/19 9:56"
"Cuba","11","1","2020/3/19 9:56"
"Paraguay","11","","2020/3/19 9:56"
"Rwanda","11","","2020/3/19 9:56"
"Monaco","9","","2020/3/19 9:56"
"Ivory Coast","9","","2020/3/19 9:56"
"Ghana","9","","2020/3/19 9:56"
"Trinidad and Tobago","9","","2020/3/19 9:56"
"Guatemala","8","1","2020/3/19 9:56"
"Nigeria","8","","2020/3/19 9:56"
"Gibraltar","8","","2020/3/19 9:56"
"Montenegro","8","","2020/3/19 9:56"
"Channel Islands","7","","2020/3/19 9:56"
"Kenya","7","","2020/3/19 9:56"
"Ethiopia","6","","2020/3/19 9:56"
"French Polynesia","6","","2020/3/19 9:56"
"Mongolia","6","","2020/3/19 9:56"
"Puerto Rico","6","","2020/3/19 9:56"
"Seychelles","6","","2020/3/19 9:56"
"Tanzania","6","","2020/3/19 9:56"
"Guyana","4","1","2020/3/19 9:56"
"Aruba","4","","2020/3/19 9:56"
"Equatorial Guinea","4","","2020/3/19 9:56"
"Curaçao","3","1","2020/3/19 9:56"
"Bahamas","3","","2020/3/19 9:56"
"Gabon","3","","2020/3/19 9:56"
"Kyrgyzstan","3","","2020/3/19 9:56"
"Mauritius","3","","2020/3/19 9:56"
"Mayotte","3","","2020/3/19 9:56"
"St. Barth","3","","2020/3/19 9:56"
"Saint Martin","3","","2020/3/19 9:56"
"U.S. Virgin Islands","3","","2020/3/19 9:56"
"Sudan","2","1","2020/3/19 9:56"
"Barbados","2","","2020/3/19 9:56"
"Benin","2","","2020/3/19 9:56"
"Bermuda","2","","2020/3/19 9:56"
"Greenland","2","","2020/3/19 9:56"
"Liberia","2","","2020/3/19 9:56"
"Mauritania","2","","2020/3/19 9:56"
"Namibia","2","","2020/3/19 9:56"
"New Caledonia","2","","2020/3/19 9:56"
"Saint Lucia","2","","2020/3/19 9:56"
"Zambia","2","","2020/3/19 9:56"
"Cayman Islands","1","1","2020/3/19 9:56"
"Nepal","1","","2020/3/19 9:56"
"Antigua and Barbuda","1","","2020/3/19 9:56"
"Bhutan","1","","2020/3/19 9:56"
"CAR","1","","2020/3/19 9:56"
"Congo","1","","2020/3/19 9:56"
"Djibouti","1","","2020/3/19 9:56"
"El Salvador","1","","2020/3/19 9:56"
"Fiji","1","","2020/3/19 9:56"
"Gambia","1","","2020/3/19 9:56"
"Guinea","1","","2020/3/19 9:56"
"Vatican City","1","","2020/3/19 9:56"
"Montserrat","1","","2020/3/19 9:56"
"Nicaragua","1","","2020/3/19 9:56"
"St. Vincent Grenadines","1","","2020/3/19 9:56"
"Sint Maarten","1","","2020/3/19 9:56"
"Somalia","1","","2020/3/19 9:56"
"Suriname","1","","2020/3/19 9:56"
"Eswatini","1","","2020/3/19 9:56"
"Togo","1","","2020/3/19 9:56"
"Total:","226,418","9,285","2020/3/19 9:56"
"China","80,894","3,237","2020/3/19 9:56"
"Italy","35,713","2,978","2020/3/19 9:56"
"Iran","17,361","1,135","2020/3/19 9:56"
"Spain","14,769","638","2020/3/19 9:56"
"Germany","12,327","28","2020/3/19 9:56"
"USA","9,259","150","2020/3/19 9:56"
"France","9,134","264","2020/3/19 9:56"
"S. Korea","8,413","84","2020/3/19 9:56"
"Switzerland","3,115","33","2020/3/19 9:56"
"UK","2,626","104","2020/3/19 9:56"
"Netherlands","2,051","58","2020/3/19 9:56"
"Austria","1,646","4","2020/3/19 9:56"
"Norway","1,591","6","2020/3/19 9:56"
"Belgium","1,486","14","2020/3/19 9:56"
"Sweden","1,301","10","2020/3/19 9:56"
"Denmark","1,057","4","2020/3/19 9:56"
"Japan","914","29","2020/3/19 9:56"
"Malaysia","790","2","2020/3/19 9:56"
"Canada","727","9","2020/3/19 9:56"
"Diamond Princess","712","7","2020/3/19 9:56"
"Portugal","642","2","2020/3/19 9:56"
"Australia","596","6","2020/3/19 9:56"
"Brazil","529","4","2020/3/19 9:56"
"Czechia","522","","2020/3/19 9:56"
"Qatar","452","","2020/3/19 9:56"
"Israel","433","","2020/3/19 9:56"
"Greece","418","5","2020/3/19 9:56"
"Ireland","366","2","2020/3/19 9:56"
"Finland","359","","2020/3/19 9:56"
"Singapore","313","","2020/3/19 9:56"
"Pakistan","307","2","2020/3/19 9:56"
"Poland","287","5","2020/3/19 9:56"
"Slovenia","286","1","2020/3/19 9:56"
"Romania","260","","2020/3/19 9:56"
"Estonia","258","","2020/3/19 9:56"
"Bahrain","256","1","2020/3/19 9:56"
"Iceland","250","","2020/3/19 9:56"
"Saudi Arabia","238","","2020/3/19 9:56"
"Chile","238","","2020/3/19 9:56"
"Indonesia","227","19","2020/3/19 9:56"
"Thailand","212","1","2020/3/19 9:56"
"Egypt","210","6","2020/3/19 9:56"
"Luxembourg","203","2","2020/3/19 9:56"
"Philippines","202","17","2020/3/19 9:56"
"Hong Kong","193","4","2020/3/19 9:56"
"Turkey","191","2","2020/3/19 9:56"
"India","169","3","2020/3/19 9:56"
"Ecuador","168","3","2020/3/19 9:56"
"Iraq","164","12","2020/3/19 9:56"
"Russia","147","","2020/3/19 9:56"
"Peru","145","","2020/3/19 9:56"
"Kuwait","142","","2020/3/19 9:56"
"San Marino","140","14","2020/3/19 9:56"
"Lebanon","133","4","2020/3/19 9:56"
"South Africa","116","","2020/3/19 9:56"
"UAE","113","","2020/3/19 9:56"
"Armenia","110","","2020/3/19 9:56"
"Panama","109","1","2020/3/19 9:56"
"Slovakia","105","","2020/3/19 9:56"
"Taiwan","100","1","2020/3/19 9:56"
"Argentina","97","2","2020/3/19 9:56"
"Mexico","93","","2020/3/19 9:56"
"Colombia","93","","2020/3/19 9:56"
"Bulgaria","92","2","2020/3/19 9:56"
"Croatia","89","","2020/3/19 9:56"
"Serbia","89","","2020/3/19 9:56"
"Uruguay","79","","2020/3/19 9:56"
"Vietnam","76","","2020/3/19 9:56"
"Algeria","75","7","2020/3/19 9:56"
"Latvia","71","","2020/3/19 9:56"
"Costa Rica","69","1","2020/3/19 9:56"
"Brunei","68","","2020/3/19 9:56"
"Albania","59","2","2020/3/19 9:56"
"Hungary","58","1","2020/3/19 9:56"
"Cyprus","58","","2020/3/19 9:56"
"Faeroe Islands","58","","2020/3/19 9:56"
"Jordan","56","","2020/3/19 9:56"
"Morocco","54","2","2020/3/19 9:56"
"Andorra","53","","2020/3/19 9:56"
"Belarus","51","","2020/3/19 9:56"
"Sri Lanka","51","","2020/3/19 9:56"
"Malta","48","","2020/3/19 9:56"
"Palestine","44","","2020/3/19 9:56"
"North Macedonia","43","","2020/3/19 9:56"
"Oman","39","","2020/3/19 9:56"
"Bosnia and Herzegovina","39","","2020/3/19 9:56"
"Georgia","38","","2020/3/19 9:56"
"Cambodia","37","","2020/3/19 9:56"
"Moldova","36","1","2020/3/19 9:56"
"Senegal","36","","2020/3/19 9:56"
"Kazakhstan","36","","2020/3/19 9:56"
"Venezuela","36","","2020/3/19 9:56"
"Dominican Republic","34","2","2020/3/19 9:56"
"Azerbaijan","34","1","2020/3/19 9:56"
"Lithuania","34","","2020/3/19 9:56"
"Guadeloupe","33","","2020/3/19 9:56"
"Tunisia","29","","2020/3/19 9:56"
"Liechtenstein","28","","2020/3/19 9:56"
"Burkina Faso","27","1","2020/3/19 9:56"
"Martinique","23","1","2020/3/19 9:56"
"Afghanistan","22","","2020/3/19 9:56"
"New Zealand","20","","2020/3/19 9:56"
"Uzbekistan","18","","2020/3/19 9:56"
"Macao","17","","2020/3/19 9:56"
"Ukraine","16","2","2020/3/19 9:56"
"Jamaica","15","1","2020/3/19 9:56"
"French Guiana","15","","2020/3/19 9:56"
"Bangladesh","14","1","2020/3/19 9:56"
"Réunion","14","","2020/3/19 9:56"
"Cameroon","13","","2020/3/19 9:56"
"Maldives","13","","2020/3/19 9:56"
"Bolivia","12","","2020/3/19 9:56"
"Paraguay","11","","2020/3/19 9:56"
"Rwanda","11","","2020/3/19 9:56"
"Cuba","10","1","2020/3/19 9:56"
"Monaco","9","","2020/3/19 9:56"
"Ivory Coast","9","","2020/3/19 9:56"
"Honduras","9","","2020/3/19 9:56"
"Guatemala","8","1","2020/3/19 9:56"
"Nigeria","8","","2020/3/19 9:56"
"Gibraltar","8","","2020/3/19 9:56"
"Guam","8","","2020/3/19 9:56"
"Montenegro","8","","2020/3/19 9:56"
"Channel Islands","7","","2020/3/19 9:56"
"DRC","7","","2020/3/19 9:56"
"Ghana","7","","2020/3/19 9:56"
"Kenya","7","","2020/3/19 9:56"
"Trinidad and Tobago","7","","2020/3/19 9:56"
"Ethiopia","6","","2020/3/19 9:56"
"Mongolia","6","","2020/3/19 9:56"
"Puerto Rico","6","","2020/3/19 9:56"
"Seychelles","6","","2020/3/19 9:56"
"French Polynesia","5","","2020/3/19 9:56"
"Guyana","4","1","2020/3/19 9:56"
"Aruba","4","","2020/3/19 9:56"
"Equatorial Guinea","4","","2020/3/19 9:56"
"Curaçao","3","","2020/3/19 9:56"
"Gabon","3","","2020/3/19 9:56"
"Kyrgyzstan","3","","2020/3/19 9:56"
"Mauritius","3","","2020/3/19 9:56"
"Mayotte","3","","2020/3/19 9:56"
"St. Barth","3","","2020/3/19 9:56"
"Saint Martin","3","","2020/3/19 9:56"
"Tanzania","3","","2020/3/19 9:56"
"Sudan","2","1","2020/3/19 9:56"
"Barbados","2","","2020/3/19 9:56"
"Benin","2","","2020/3/19 9:56"
"Bermuda","2","","2020/3/19 9:56"
"Greenland","2","","2020/3/19 9:56"
"Liberia","2","","2020/3/19 9:56"
"Mauritania","2","","2020/3/19 9:56"
"Namibia","2","","2020/3/19 9:56"
"New Caledonia","2","","2020/3/19 9:56"
"Saint Lucia","2","","2020/3/19 9:56"
"U.S. Virgin Islands","2","","2020/3/19 9:56"
"Zambia","2","","2020/3/19 9:56"
"Cayman Islands","1","1","2020/3/19 9:56"
"Nepal","1","","2020/3/19 9:56"
"Antigua and Barbuda","1","","2020/3/19 9:56"
"Bahamas","1","","2020/3/19 9:56"
"Bhutan","1","","2020/3/19 9:56"
"CAR","1","","2020/3/19 9:56"
"Congo","1","","2020/3/19 9:56"
"Djibouti","1","","2020/3/19 9:56"
"Gambia","1","","2020/3/19 9:56"
"Guinea","1","","2020/3/19 9:56"
"Vatican City","1","","2020/3/19 9:56"
"Montserrat","1","","2020/3/19 9:56"
"St. Vincent Grenadines","1","","2020/3/19 9:56"
"Sint Maarten","1","","2020/3/19 9:56"
"Somalia","1","","2020/3/19 9:56"
"Suriname","1","","2020/3/19 9:56"
"Eswatini","1","","2020/3/19 9:56"
"Togo","1","","2020/3/19 9:56"
"Total:","218,788","8,943","2020/3/19 9:56"
